-250,250,250,-250,-250,250,250,-250,-250,250,250,-250,-250,250,250,-250,-250,250,250,-250,-250,250
250,250,200,200,150,150,100,100,50,50,0,0,-50,-50,-100,-100,-150,-150,-200,-200,-250,-250
